category,subcategory,group,size.group,size.overlap.category,size.category,Description,size.overlap.term,size.term,k.K,p.adjust,qvalue,ENTREZIDs,SYMBOLs,ENSEMBLIDs
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,14,111,0.12612612612612611,0.020766711839047724,0.020366400521379273,3082/4318/6367/2208/6347/2162/5292/3662/6935/3570/3576/1901/9021/8651,HGF/MMP9/CCL22/FCER2/CCL2/F13A1/PIM1/IRF4/ZEB1/IL6R/CXCL8/S1PR1/SOCS3/SOCS1,ENSG00000019991/ENSG00000100985/ENSG00000102962/ENSG00000104921/ENSG00000108691/ENSG00000124491/ENSG00000137193/ENSG00000137265/ENSG00000148516/ENSG00000160712/ENSG00000169429/ENSG00000170989/ENSG00000184557/ENSG00000185338
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,20,197,0.10152284263959391,0.020766711839047724,0.020366400521379273,6367/6361/6354/6347/1889/729230/7852/1910/1238/51738/1234/60675/3577/1230/3576/2829/3579/6357/1232/2359,CCL22/CCL17/CCL7/CCL2/ECE1/CCR2/CXCR4/EDNRB/ACKR2/GHRL/CCR5/PROK2/CXCR1/CCR1/CXCL8/XCR1/CXCR2/CCL13/CCR3/FPR3,ENSG00000102962/ENSG00000102970/ENSG00000108688/ENSG00000108691/ENSG00000117298/ENSG00000121807/ENSG00000121966/ENSG00000136160/ENSG00000144648/ENSG00000157017/ENSG00000160791/ENSG00000163421/ENSG00000163464/ENSG00000163823/ENSG00000169429/ENSG00000173578/ENSG00000180871/ENSG00000181374/ENSG00000183625/ENSG00000187474
C2,CP,BAL_EOS.pct_01,692,478,11561,KEGG_HEMATOPOIETIC_CELL_LINEAGE,12,87,0.13793103448275862,0.02142263869561289,0.021009683347137792,3674/2208/7850/2322/3559/909/911/910/913/3570/1435/1438,ITGA2B/FCER2/IL1R2/FLT3/IL2RA/CD1A/CD1C/CD1B/CD1E/IL6R/CSF1/CSF2RA,ENSG00000005961/ENSG00000104921/ENSG00000115590/ENSG00000122025/ENSG00000134460/ENSG00000158477/ENSG00000158481/ENSG00000158485/ENSG00000158488/ENSG00000160712/ENSG00000184371/ENSG00000198223
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,5,16,0.3125,0.030702282819514138,0.03011044760813516,27334/9934/5029/53829/140,P2RY10/P2RY14/P2RY2/P2RY13/ADORA3,ENSG00000078589/ENSG00000174944/ENSG00000175591/ENSG00000181631/ENSG00000282608
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,5,17,0.29411764705882354,0.03922539016116563,0.03846925853362747,9020/8740/7187/8792/4050,MAP3K14/TNFSF14/TRAF3/TNFRSF11A/LTB,ENSG00000006062/ENSG00000125735/ENSG00000131323/ENSG00000141655/ENSG00000227507
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_EPHRIN_SIGNALING,5,19,0.2631578947368421,0.06452449119836569,0.06328067926060209,8440/1948/2048/5058/2047,NCK2/EFNB2/EPHB2/PAK1/EPHB1,ENSG00000071051/ENSG00000125266/ENSG00000133216/ENSG00000149269/ENSG00000154928
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,5,20,0.25,0.07396934854602,0.07254347199834928,22856/55790/50515/166012/51363,CHSY1/CSGALNACT1/CHST11/CHST13/CHST15,ENSG00000131873/ENSG00000147408/ENSG00000171310/ENSG00000180767/ENSG00000182022
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_P2Y_RECEPTORS,4,12,0.3333333333333333,0.07396934854602,0.07254347199834928,27334/9934/5029/53829,P2RY10/P2RY14/P2RY2/P2RY13,ENSG00000078589/ENSG00000174944/ENSG00000175591/ENSG00000181631
C2,CP,BAL_EOS.pct_01,692,478,11561,PID_EPHRINB_REV_PATHWAY,6,30,0.2,0.07880911766417685,0.0772899468883242,3674/8440/7852/1948/2048/2047,ITGA2B/NCK2/CXCR4/EFNB2/EPHB2/EPHB1,ENSG00000005961/ENSG00000071051/ENSG00000121966/ENSG00000125266/ENSG00000133216/ENSG00000154928
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_SIGNALING_BY_INTERLEUKINS,33,462,0.07142857142857142,0.09422453035589046,0.0924082030434204,3082/55540/1265/6196/4208/4318/6367/50615/2208/6347/1154/7850/9173/729230/2162/3559/5292/3662/6775/5778/6935/3570/1234/1230/5724/3576/1901/23765/1435/9021/8651/1438/4215,HGF/IL17RB/CNN2/RPS6KA2/MEF2C/MMP9/CCL22/IL21R/FCER2/CCL2/CISH/IL1R2/IL1RL1/CCR2/F13A1/IL2RA/PIM1/IRF4/STAT4/PTPN7/ZEB1/IL6R/CCR5/CCR1/PTAFR/CXCL8/S1PR1/IL17RA/CSF1/SOCS3/SOCS1/CSF2RA/MAP3K3,ENSG00000019991/ENSG00000056736/ENSG00000064666/ENSG00000071242/ENSG00000081189/ENSG00000100985/ENSG00000102962/ENSG00000103522/ENSG00000104921/ENSG00000108691/ENSG00000114737/ENSG00000115590/ENSG00000115602/ENSG00000121807/ENSG00000124491/ENSG00000134460/ENSG00000137193/ENSG00000137265/ENSG00000138378/ENSG00000143851/ENSG00000148516/ENSG00000160712/ENSG00000160791/ENSG00000163823/ENSG00000169403/ENSG00000169429/ENSG00000170989/ENSG00000177663/ENSG00000184371/ENSG00000184557/ENSG00000185338/ENSG00000198223/ENSG00000198909
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,4,15,0.26666666666666666,0.1511867640555858,0.14827239931637262,5732/5739/165140/11251,PTGER2/PTGIR/OXER1/PTGDR2,ENSG00000125384/ENSG00000160013/ENSG00000162881/ENSG00000183134
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,29,403,0.07196029776674938,0.1511867640555858,0.14827239931637262,5144/729230/7852/6385/59340/4647/5330/2774/1234/165140/3577/1230/10636/3576/1880/1901/9934/3579/6357/53829/11251/1232/5613/57121/2359/1269/26020/56670/140,PDE4D/CCR2/CXCR4/SDC4/HRH4/MYO7A/PLCB2/GNAL/CCR5/OXER1/CXCR1/CCR1/RGS14/CXCL8/GPR183/S1PR1/P2RY14/CXCR2/CCL13/P2RY13/PTGDR2/CCR3/PRKX/LPAR5/FPR3/CNR2/LRP10/SUCNR1/ADORA3,ENSG00000113448/ENSG00000121807/ENSG00000121966/ENSG00000124145/ENSG00000134489/ENSG00000137474/ENSG00000137841/ENSG00000141404/ENSG00000160791/ENSG00000162881/ENSG00000163464/ENSG00000163823/ENSG00000169220/ENSG00000169429/ENSG00000169508/ENSG00000170989/ENSG00000174944/ENSG00000180871/ENSG00000181374/ENSG00000181631/ENSG00000183134/ENSG00000183625/ENSG00000183943/ENSG00000184574/ENSG00000187474/ENSG00000188822/ENSG00000197324/ENSG00000198829/ENSG00000282608
C2,CP,BAL_EOS.pct_01,692,478,11561,BIOCARTA_PITX2_PATHWAY,4,16,0.25,0.1865884532959181,0.1829916648308246,2033/3065/51176/8321,EP300/HDAC1/LEF1/FZD1,ENSG00000100393/ENSG00000116478/ENSG00000138795/ENSG00000157240
C2,CP,BAL_EOS.pct_01,692,478,11561,BIOCARTA_NKT_PATHWAY,5,26,0.19230769230769232,0.1916630273775939,0.18796841844612197,7852/1234/1230/940/1232,CXCR4/CCR5/CCR1/CD28/CCR3,ENSG00000121966/ENSG00000160791/ENSG00000163823/ENSG00000178562/ENSG00000183625
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,7,50,0.14,0.20546506785241253,0.20150440269346415,64131/6385/22856/55790/50515/166012/51363,XYLT1/SDC4/CHSY1/CSGALNACT1/CHST11/CHST13/CHST15,ENSG00000103489/ENSG00000124145/ENSG00000131873/ENSG00000147408/ENSG00000171310/ENSG00000180767/ENSG00000182022
C2,CP,BAL_EOS.pct_01,692,478,11561,BIOCARTA_CCR5_PATHWAY,4,17,0.23529411764705882,0.20888331902081084,0.20485676164744024,6347/7852/1234/5579,CCL2/CXCR4/CCR5/PRKCB,ENSG00000108691/ENSG00000121966/ENSG00000160791/ENSG00000166501
C2,CP,BAL_EOS.pct_01,692,478,11561,PID_IL8_CXCR1_PATHWAY,5,28,0.17857142857142858,0.22934417249828545,0.22492319971241856,5330/3577/5579/3576/146850,PLCB2/CXCR1/PRKCB/CXCL8/PIK3R6,ENSG00000137841/ENSG00000163464/ENSG00000166501/ENSG00000169429/ENSG00000276231
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,12,124,0.0967741935483871,0.22934417249828545,0.22492319971241856,9957/64131/9956/6385/9953/22856/55790/50515/9435/166012/51363/9060,HS3ST1/XYLT1/HS3ST2/SDC4/HS3ST3B1/CHSY1/CSGALNACT1/CHST11/CHST2/CHST13/CHST15/PAPSS2,ENSG00000002587/ENSG00000103489/ENSG00000122254/ENSG00000124145/ENSG00000125430/ENSG00000131873/ENSG00000147408/ENSG00000171310/ENSG00000175040/ENSG00000180767/ENSG00000182022/ENSG00000198682
C2,CP,BAL_EOS.pct_01,692,478,11561,PID_BETA_CATENIN_NUC_PATHWAY,9,80,0.1125,0.2349319744388661,0.23040328790539003,6932/2033/4318/3065/894/51176/3576/2810/6925,TCF7/EP300/MMP9/HDAC1/CCND2/LEF1/CXCL8/SFN/TCF4,ENSG00000081059/ENSG00000100393/ENSG00000100985/ENSG00000116478/ENSG00000118971/ENSG00000138795/ENSG00000169429/ENSG00000175793/ENSG00000196628
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_SURFACTANT_METABOLISM,5,30,0.16666666666666666,0.2900583446968236,0.2844670099170928,9476/10970/6439/5029/1438,NAPSA/CKAP4/SFTPB/P2RY2/CSF2RA,ENSG00000131400/ENSG00000136026/ENSG00000168878/ENSG00000175591/ENSG00000198223
C2,CP,BAL_EOS.pct_01,692,478,11561,KEGG_WNT_SIGNALING_PATHWAY,13,151,0.08609271523178808,0.37418649011361477,0.3669734518593129,6932/2033/81029/894/4316/5330/51176/85407/8321/10023/5579/23401/5613,TCF7/EP300/WNT5B/CCND2/MMP7/PLCB2/LEF1/NKD1/FZD1/FRAT1/PRKCB/FRAT2/PRKX,ENSG00000081059/ENSG00000100393/ENSG00000111186/ENSG00000118971/ENSG00000137673/ENSG00000137841/ENSG00000138795/ENSG00000140807/ENSG00000157240/ENSG00000165879/ENSG00000166501/ENSG00000181274/ENSG00000183943
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,5,33,0.15151515151515152,0.37418649011361477,0.3669734518593129,64386/4318/4316/5045/80781,MMP25/MMP9/MMP7/FURIN/COL18A1,ENSG00000008516/ENSG00000100985/ENSG00000137673/ENSG00000140564/ENSG00000182871
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,5,33,0.15151515151515152,0.37418649011361477,0.3669734518593129,92745/9057/8140/6541/8501,SLC38A5/SLC7A6/SLC7A5/SLC7A1/SLC43A1,ENSG00000017483/ENSG00000103064/ENSG00000103257/ENSG00000139514/ENSG00000149150
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_CD209_DC_SIGN_SIGNALING,4,21,0.19047619047619047,0.37418649011361477,0.3669734518593129,3385/30835/2033/5058,ICAM3/CD209/EP300/PAK1,ENSG00000076662/ENSG00000090659/ENSG00000100393/ENSG00000149269
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,18,239,0.07531380753138076,0.37418649011361477,0.3669734518593129,3674/50943/57690/2033/10398/2623/1021/6603/3065/894/4778/3559/6886/5579/2624/8334/9021/8349,ITGA2B/FOXP3/TNRC6C/EP300/MYL9/GATA1/CDK6/SMARCD2/HDAC1/CCND2/NFE2/IL2RA/TAL1/PRKCB/GATA2/H2AC6/SOCS3/H2BC21,ENSG00000005961/ENSG00000049768/ENSG00000078687/ENSG00000100393/ENSG00000101335/ENSG00000102145/ENSG00000105810/ENSG00000108604/ENSG00000116478/ENSG00000118971/ENSG00000123405/ENSG00000134460/ENSG00000162367/ENSG00000166501/ENSG00000179348/ENSG00000180573/ENSG00000184557/ENSG00000184678
C2,CP,BAL_EOS.pct_01,692,478,11561,PID_P53_DOWNSTREAM_PATHWAY,12,137,0.08759124087591241,0.37941694727531416,0.37210308366095357,3082/639/2033/5054/1820/6696/7832/7039/8794/2810/3090/80781,HGF/PRDM1/EP300/SERPINE1/ARID3A/SPP1/BTG2/TGFA/TNFRSF10C/SFN/HIC1/COL18A1,ENSG00000019991/ENSG00000057657/ENSG00000100393/ENSG00000106366/ENSG00000116017/ENSG00000118785/ENSG00000159388/ENSG00000163235/ENSG00000173535/ENSG00000175793/ENSG00000177374/ENSG00000182871
C2,CP,BAL_EOS.pct_01,692,478,11561,KEGG_JAK_STAT_SIGNALING_PATHWAY,13,155,0.08387096774193549,0.3806687833398504,0.3733307885992729,2033/50615/1154/894/3559/10253/5292/6775/3455/3570/9021/8651/1438,EP300/IL21R/CISH/CCND2/IL2RA/SPRY2/PIM1/STAT4/IFNAR2/IL6R/SOCS3/SOCS1/CSF2RA,ENSG00000100393/ENSG00000103522/ENSG00000114737/ENSG00000118971/ENSG00000134460/ENSG00000136158/ENSG00000137193/ENSG00000138378/ENSG00000159110/ENSG00000160712/ENSG00000184557/ENSG00000185338/ENSG00000198223
C2,CP,BAL_EOS.pct_01,692,478,11561,PID_IL8_CXCR2_PATHWAY,5,34,0.14705882352941177,0.3806687833398504,0.3733307885992729,5330/5579/3576/3579/146850,PLCB2/PRKCB/CXCL8/CXCR2/PIK3R6,ENSG00000137841/ENSG00000166501/ENSG00000169429/ENSG00000180871/ENSG00000276231
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_TRANSPORT_OF_ORGANIC_ANIONS,3,12,0.25,0.3806687833398504,0.3733307885992729,28231/353189/28232,SLCO4A1/SLCO4C1/SLCO3A1,ENSG00000101187/ENSG00000173930/ENSG00000176463
C2,CP,BAL_EOS.pct_01,692,478,11561,KEGG_SULFUR_METABOLISM,3,13,0.23076923076923078,0.44760450470035684,0.43897621773515616,50515/166012/9060,CHST11/CHST13/PAPSS2,ENSG00000171310/ENSG00000180767/ENSG00000198682
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_COLLAGEN_DEGRADATION,7,64,0.109375,0.47607592930122833,0.4668988104561322,91522/4318/1294/4316/5045/80781/4321,COL23A1/MMP9/COL7A1/MMP7/FURIN/COL18A1/MMP12,ENSG00000050767/ENSG00000100985/ENSG00000114270/ENSG00000137673/ENSG00000140564/ENSG00000182871/ENSG00000262406
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,3,14,0.21428571428571427,0.49110386056780625,0.4816370545053123,7852/1234/11168,CXCR4/CCR5/PSIP1,ENSG00000121966/ENSG00000160791/ENSG00000164985
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,16,216,0.07407407407407407,0.49110386056780625,0.4816370545053123,6196/8527/27334/2867/1910/5330/51738/60675/221955/5724/10125/2829/5029/29933/57121/2865,RPS6KA2/DGKD/P2RY10/FFAR2/EDNRB/PLCB2/GHRL/PROK2/DAGLB/PTAFR/RASGRP1/XCR1/P2RY2/GPR132/LPAR5/FFAR3,ENSG00000071242/ENSG00000077044/ENSG00000078589/ENSG00000126262/ENSG00000136160/ENSG00000137841/ENSG00000157017/ENSG00000163421/ENSG00000164535/ENSG00000169403/ENSG00000172575/ENSG00000173578/ENSG00000175591/ENSG00000183484/ENSG00000184574/ENSG00000185897
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,5,37,0.13513513513513514,0.49110386056780625,0.4816370545053123,57690/2033/80820/10123/9612,TNRC6C/EP300/EEPD1/ARL4C/NCOR2,ENSG00000078687/ENSG00000100393/ENSG00000122547/ENSG00000188042/ENSG00000196498
C2,CP,BAL_EOS.pct_01,692,478,11561,REACTOME_REPRESSION_OF_WNT_TARGET_GENES,3,14,0.21428571428571427,0.49110386056780625,0.4816370545053123,6932/3065/51176,TCF7/HDAC1/LEF1,ENSG00000081059/ENSG00000116478/ENSG00000138795
