geneName,gene_biotype,hgnc_symbol,mean.CPM,min.CPM,max.CPM,express.in.libs
ENSG00000008197,protein_coding,TFAP2D,0.012486483381739267,0,0.5494052687965277,1
ENSG00000008735,protein_coding,MAPK8IP2,0.12934022478161503,0,1.2803441565092697,7
ENSG00000009709,protein_coding,PAX7,0,0,0,0
ENSG00000009765,protein_coding,IYD,0.04852272531602405,0,1.2312139831434494,3
ENSG00000009950,protein_coding,MLXIPL,0.1395389184084469,0,3.2587814655717886,5
ENSG00000010282,protein_coding,HHATL,0.15528837274552376,0,2.1596452998559514,6
ENSG00000010319,protein_coding,SEMA3G,0.27140295317254637,0,2.8737873643675,8
ENSG00000010932,protein_coding,FMO1,0.2053551091185104,0,1.950266894024447,12
ENSG00000011052,protein_coding,NME2,0,0,0,0
ENSG00000011332,protein_coding,DPF1,0.027939623267584243,0,0.6646859026766901,2
ENSG00000011347,protein_coding,SYT7,0.0748235048044293,0,1.9291677136420613,3
ENSG00000011465,protein_coding,DCN,0.043248648155380286,0,1.9029405188367325,1
ENSG00000011677,protein_coding,GABRA3,0,0,0,0
ENSG00000012504,protein_coding,NR1H4,0,0,0,0
ENSG00000013293,protein_coding,SLC7A14,0.009330478455738636,0,0.41054105205249997,1
ENSG00000015413,protein_coding,DPEP1,0.05909899678861961,0,2.600355858699263,1
ENSG00000015520,protein_coding,NPC1L1,0.03433990776209202,0,1.5109559415320488,1
ENSG00000015568,protein_coding,RGPD5,0,0,0,0
ENSG00000015592,protein_coding,STMN4,0,0,0,0
ENSG00000016082,protein_coding,ISL1,0.07328521095031122,0,1.1318892438828931,5
ENSG00000016602,protein_coding,CLCA4,0.010812162038845071,0,0.47573512970918314,1
ENSG00000018236,protein_coding,CNTN1,0,0,0,0
ENSG00000018625,protein_coding,ATP1A2,0,0,0,0
ENSG00000019186,protein_coding,CYP24A1,0.1260736462679036,0,1.6044513899362391,5
ENSG00000019505,protein_coding,SYT13,0,0,0,0
ENSG00000021461,protein_coding,CYP3A43,0,0,0,0
ENSG00000022355,protein_coding,GABRA1,0.015106497788106594,0,0.6646859026766901,1
ENSG00000026559,protein_coding,KCNG1,0.17038826593507786,0,2.104358283832689,8
ENSG00000027644,protein_coding,INSRR,0.04298209500026426,0,1.8912121800116273,1
ENSG00000030304,protein_coding,MUSK,0.04369644749619678,0,1.2316231561575,2
ENSG00000034971,protein_coding,MYOC,0,0,0,0
ENSG00000036473,protein_coding,OTC,0,0,0,0
ENSG00000036530,protein_coding,CYP46A1,0.2167204523110277,0,1.329329393201012,12
ENSG00000036828,protein_coding,CASR,0.05951974110129684,0,1.531235871956525,3
ENSG00000037280,protein_coding,FLT4,0.0421424212531211,0,0.67711637802324,3
ENSG00000037965,protein_coding,HOXC8,0,0,0,0
ENSG00000038295,protein_coding,TLL1,0.039262530322452166,0,1.7275513341878954,1
ENSG00000039600,protein_coding,SOX30,0.24563509102589481,0,3.1914100008417345,12
ENSG00000039987,protein_coding,BEST2,0,0,0,0
ENSG00000040731,protein_coding,CDH10,0.015773583210446605,0,0.6940376612596506,1
ENSG00000042304,protein_coding,C2orf83,0.07197220228896123,0,1.6293907327858943,4
ENSG00000042781,protein_coding,USH2A,0.025524689342834708,0,1.1230863310847272,1
ENSG00000042813,protein_coding,ZPBP,0.08959474684857727,0,1.4272053891275494,5
ENSG00000043039,protein_coding,BARX2,0.03724100243146418,0,0.6910205336751581,3
ENSG00000043355,protein_coding,ZIC2,0,0,0,0
ENSG00000044012,protein_coding,GUCA2B,0,0,0,0
ENSG00000044524,protein_coding,EPHA3,0.025666250958955302,0,1.1293150421940332,1
ENSG00000046774,protein_coding,MAGEC2,0,0,0,0
ENSG00000046889,protein_coding,PREX2,0.0431274030600949,0,0.7977948949104675,3
ENSG00000047617,protein_coding,ANO2,0.009579409144343035,0,0.4214940023510935,1
ENSG00000047662,protein_coding,FAM184B,0.22057281963347655,0,3.987988179603036,10
ENSG00000047936,protein_coding,ROS1,0.01293533815897334,0,0.569154878994827,1
ENSG00000048545,protein_coding,GUCA1A,0.12321553903611147,0,1.6846294966270907,5
ENSG00000049247,protein_coding,UTS2,0.16523877287865363,0,1.3485640153223843,9
ENSG00000049540,protein_coding,ELN,0.18651990321013776,0,2.2578426163278147,11
ENSG00000050555,protein_coding,LAMC3,0.06393599446732531,0,2.2637784877657863,2
ENSG00000052850,protein_coding,ALX4,0.012270711930999724,0,0.5399113249639879,1
ENSG00000053108,protein_coding,FSTL4,0.008574918514264342,0,0.3772964146276311,1
ENSG00000053328,protein_coding,METTL24,0.01293533815897334,0,0.569154878994827,1
ENSG00000054179,protein_coding,ENTPD2,0.03254366413859732,0,0.6156069915717247,3
ENSG00000054356,protein_coding,PTPRN,0.0748045329186772,0,2.9085904804326654,2
ENSG00000054796,protein_coding,SPO11,0,0,0,0
ENSG00000054803,protein_coding,CBLN4,0,0,0,0
ENSG00000054938,protein_coding,CHRDL2,0,0,0,0
ENSG00000055813,protein_coding,CCDC85A,0,0,0,0
ENSG00000056291,protein_coding,NPFFR2,0,0,0,0
ENSG00000056487,protein_coding,PHF21B,0,0,0,0
ENSG00000056998,protein_coding,GYG2,0.17629717099634687,0,3.1095924015382117,4
ENSG00000057468,protein_coding,MSH4,0.13208605764866702,0,1.3820410673503163,6
ENSG00000057593,protein_coding,F7,0,0,0,0
ENSG00000058404,protein_coding,CAMK2B,0.16049945666867074,0,2.2694546160139524,5
ENSG00000058673,protein_coding,ZC3H11A,0.15852460160599535,0,1.0569634602446976,11
ENSG00000060709,protein_coding,RIMBP2,0,0,0,0
ENSG00000060718,protein_coding,COL11A1,0,0,0,0
ENSG00000061492,protein_coding,WNT8A,0,0,0,0
ENSG00000062096,protein_coding,ARSF,0,0,0,0
ENSG00000063515,protein_coding,GSC2,0,0,0,0
ENSG00000064205,protein_coding,WISP2,0.027173563680060894,0,0.6462315331261516,2
ENSG00000064489,protein_coding,MEF2BNB-MEF2B,0,0,0,0
ENSG00000064835,protein_coding,POU1F1,0.048409990307093545,0,0.6940376612596506,4
ENSG00000065325,protein_coding,GLP2R,0.11356388227120028,0,4.011128474840598,3
ENSG00000065371,protein_coding,ROPN1,0,0,0,0
ENSG00000065609,protein_coding,SNAP91,0,0,0,0
ENSG00000066032,protein_coding,CTNNA2,0,0,0,0
ENSG00000066230,protein_coding,SLC9A3,0.12231773239902441,0,1.7275513341878954,6
ENSG00000066382,protein_coding,MPPED2,0.11174976654804661,0,2.0730616010254743,3
ENSG00000066735,protein_coding,KIF26A,0.015389008591437272,0,0.67711637802324,1
ENSG00000066813,protein_coding,ACSM2B,0,0,0,0
ENSG00000067715,protein_coding,SYT1,0.07610181651227202,0,1.5091856585105243,4
ENSG00000067798,protein_coding,NAV3,0,0,0,0
ENSG00000067840,protein_coding,PDZD4,0.23115214904092676,0,2.276619515979308,14
ENSG00000067842,protein_coding,ATP2B3,0.032883540573444225,0,1.446875785231546,1
ENSG00000068985,protein_coding,PAGE1,0,0,0,0
ENSG00000069018,protein_coding,TRPC7,0,0,0,0
ENSG00000069206,protein_coding,ADAM7,0,0,0,0
ENSG00000069431,protein_coding,ABCC9,0.009755709997550146,0,0.4292512398922064,1
ENSG00000069482,protein_coding,GAL,0.08155793214643825,0,1.9205162347639044,3
ENSG00000069712,protein_coding,KIAA1107,0,0,0,0
ENSG00000070182,protein_coding,SPTB,0.06983982322158787,0,1.2370986078929365,4
ENSG00000070388,protein_coding,FGF22,0.16773836822783536,0,2.474197215785873,8
ENSG00000070669,protein_coding,ASNS,0.15850357782010566,0,1.6293907327858943,9
ENSG00000070729,protein_coding,CNGB1,0.02156598688036414,0,0.5431302442619648,2
ENSG00000070748,protein_coding,CHAT,0,0,0,0
ENSG00000070808,protein_coding,CAMK2A,0.025666250958955302,0,1.1293150421940332,1
ENSG00000070886,protein_coding,EPHA8,0,0,0,0
ENSG00000070985,protein_coding,TRPM5,0,0,0,0
ENSG00000071203,protein_coding,MS4A12,0.09191699271430231,0,1.595589789820935,3
ENSG00000071677,protein_coding,PRLH,0,0,0,0
ENSG00000071909,protein_coding,MYO3B,0.009222117692592216,0,0.4057731784740575,1
ENSG00000071991,protein_coding,CDH19,0.09659684586854286,0,3.0219118830640976,3
ENSG00000072041,protein_coding,SLC6A15,0,0,0,0
ENSG00000072080,protein_coding,SPP2,0,0,0,0
ENSG00000072182,protein_coding,ASIC4,0.044894160937734254,0,0.7977948949104675,3
ENSG00000072195,protein_coding,SPEG,0.0689697693565671,0,0.6462315331261516,6
ENSG00000072315,protein_coding,TRPC5,0.051332501917910604,0,2.2586300843880665,1
ENSG00000073067,protein_coding,CYP2W1,0.0213414268676102,0,0.5284817301223488,2
ENSG00000073598,protein_coding,FNDC8,0,0,0,0
ENSG00000073734,protein_coding,ABCB11,0.0834312719568528,0,2.474197215785873,2
ENSG00000074047,protein_coding,GLI2,0.11747931501441435,0,2.276619515979308,6
ENSG00000074211,protein_coding,PPP2R2C,0,0,0,0
ENSG00000074219,protein_coding,TEAD2,0.10393066219214216,0,1.1318892438828931,8
ENSG00000074276,protein_coding,CDHR2,0.19216263688663152,0,1.9205162347639044,9
ENSG00000074317,protein_coding,SNCB,0,0,0,0
ENSG00000074590,protein_coding,NUAK1,0.1466452023123991,0,2.1462561994610323,7
ENSG00000074771,protein_coding,NOX3,0,0,0,0
ENSG00000074803,protein_coding,SLC12A1,0.12020030504979055,0,2.406677084904359,4
ENSG00000075043,protein_coding,KCNQ2,0,0,0,0
ENSG00000075290,protein_coding,WNT8B,0.009222117692592216,0,0.4057731784740575,1
ENSG00000075340,protein_coding,ADD2,0.134763020822501,0,2.8404122493184025,3
ENSG00000075388,protein_coding,FGF4,0,0,0,0
ENSG00000075429,protein_coding,CACNG5,0,0,0,0
ENSG00000075461,protein_coding,CACNG4,0.043348158410667664,0,1.3639727069061347,2
ENSG00000075886,protein_coding,TUBA3D,0.14610517626725797,0,1.3001779293496314,9
ENSG00000075891,protein_coding,PAX2,0.039073115360643645,0,0.7545928292552622,3
ENSG00000076344,protein_coding,RGS11,0.08015892910317025,0,2.197621075186111,2
ENSG00000077009,protein_coding,NMRK2,0.015872286251730396,0,0.6983805950761375,1
ENSG00000077080,protein_coding,ACTL6B,0,0,0,0
ENSG00000077264,protein_coding,PAK3,0.13935338803161737,0,2.6410749023934175,6
ENSG00000077274,protein_coding,CAPN6,0,0,0,0
ENSG00000077279,protein_coding,DCX,0.047115036386942595,0,2.0730616010254743,1
ENSG00000077498,protein_coding,TYR,0,0,0,0
ENSG00000077522,protein_coding,ACTN2,0.08309306566692096,0,2.2461726621694544,3
ENSG00000077616,protein_coding,NAALAD2,0.25749733007374986,0,2.5755074393532387,11
ENSG00000077800,protein_coding,FKBP6,0.09980915319525419,0,1.0798226499279757,6
ENSG00000077942,protein_coding,FBLN1,0.24968701369650748,0,3.801911709833753,8
ENSG00000077943,protein_coding,ITGA8,0.01813170215705608,0,0.7977948949104675,1
ENSG00000078098,protein_coding,FAP,0,0,0,0
ENSG00000078328,protein_coding,RBFOX1,0.009579409144343035,0,0.4214940023510935,1
ENSG00000078549,protein_coding,ADCYAP1R1,0,0,0,0
ENSG00000078579,protein_coding,FGF20,0.5451983275920221,0,22.267774942072855,4
ENSG00000078725,protein_coding,BRINP1,0,0,0,0
ENSG00000079102,protein_coding,RUNX1T1,0.05879437652739826,0,1.3224705601522428,2
ENSG00000079112,protein_coding,CDH17,0.08857353818074834,0,2.0288658923702876,3
ENSG00000079393,protein_coding,DUSP13,0,0,0,0
ENSG00000079557,protein_coding,AFM,0.012343869187771927,0,0.5431302442619648,1
ENSG00000079689,protein_coding,SCGN,0.014549365414878064,0,0.6401720782546348,1
ENSG00000080166,protein_coding,DCT,0.01915881828868607,0,0.842988004702187,1
ENSG00000080224,protein_coding,EPHA6,0,0,0,0
ENSG00000080293,protein_coding,SCTR,0.043986880360731624,0,1.0862604885239295,3
ENSG00000080511,protein_coding,RDH8,0,0,0,0
ENSG00000080618,protein_coding,CPB2,0.17028786677213972,0,1.1347273080069762,11
ENSG00000080709,protein_coding,KCNN2,0,0,0,0
ENSG00000080854,protein_coding,IGSF9B,0.38709819938296297,0,10.634635145608096,7
ENSG00000080910,protein_coding,CFHR2,0,0,0,0
ENSG00000081051,protein_coding,AFP,0,0,0,0
ENSG00000081138,protein_coding,CDH7,0.008574918514264342,0,0.3772964146276311,1
ENSG00000081148,protein_coding,IMPG2,0.12731483271693117,0,2.276619515979308,5
ENSG00000081248,protein_coding,CACNA1S,0.03796034512562132,0,1.2644820070532805,2
ENSG00000081277,protein_coding,PKP1,0.04886983535000766,0,1.3224705601522428,3
ENSG00000081800,protein_coding,SLC13A1,0,0,0,0
ENSG00000081818,protein_coding,PCDHB4,0.043898653117321655,0,1.1293150421940332,2
ENSG00000081842,protein_coding,PCDHA6,0.02719951705262842,0,1.1967787503156504,1
ENSG00000081853,protein_coding,PCDHGA2,0,0,0,0
ENSG00000082126,protein_coding,MPP4,0.06090142672554361,0,2.679662775923919,1
ENSG00000082175,protein_coding,PGR,0,0,0,0
ENSG00000082482,protein_coding,KCNK2,0.2177230956400009,0,5.939024574603867,4
ENSG00000082684,protein_coding,SEMA5B,0.1732895747706779,0,1.9837058402283643,10
ENSG00000083067,protein_coding,TRPM3,0.02469755741651102,0,1.0866925263264848,1
ENSG00000083782,protein_coding,EPYC,0,0,0,0
ENSG00000084453,protein_coding,SLCO1A2,0,0,0,0
ENSG00000084734,protein_coding,GCKR,0,0,0,0
ENSG00000085741,protein_coding,WNT11,0.104690632812793,0,1.62309271389623,4
ENSG00000086159,protein_coding,AQP6,0.06732323970755084,0,2.5849261325046062,2
ENSG00000086506,protein_coding,HBQ1,0.01813170215705608,0,0.7977948949104675,1
ENSG00000086696,protein_coding,HSD17B2,0.1895421670160689,0,3.097877437642309,8
ENSG00000086967,protein_coding,MYBPC2,0.06749758704836951,0,1.1484269039673938,3
ENSG00000086991,protein_coding,NOX4,0.037981033970445686,0,0.842988004702187,3
ENSG00000087494,protein_coding,PTHLH,0.032933471517187556,0,0.6612352800761214,3
ENSG00000087495,protein_coding,PHACTR3,0.03796034512562132,0,1.2644820070532805,2
ENSG00000088386,protein_coding,SLC15A1,0.012486483381739267,0,0.5494052687965277,1
ENSG00000088756,protein_coding,ARHGAP28,0,0,0,0
ENSG00000088782,protein_coding,DEFB127,0,0,0,0
ENSG00000088882,protein_coding,CPXM1,0.13766062040117596,0,2.6449411203044857,3
ENSG00000088926,protein_coding,F11,0,0,0,0
ENSG00000089116,protein_coding,LHX5,0,0,0,0
ENSG00000089225,protein_coding,TBX5,0,0,0,0
ENSG00000089250,protein_coding,NOS1,0.038806014476920024,0,1.707464636984481,1
ENSG00000089472,protein_coding,HEPH,0.05966979286744025,0,1.5129697440093017,3
ENSG00000090402,protein_coding,SI,0.009755709997550146,0,0.4292512398922064,1
ENSG00000090512,protein_coding,FETUB,0.13525154283430224,0,2.528964014106561,5
ENSG00000090534,protein_coding,THPO,0,0,0,0
ENSG00000090539,protein_coding,CHRD,0,0,0,0
ENSG00000091010,protein_coding,POU4F3,0.03109402072041814,0,0.6910205336751581,2
ENSG00000091128,protein_coding,LAMB4,0.05771669931095674,0,1.1318892438828931,3
ENSG00000091129,protein_coding,NRCAM,0.17277395103036608,0,3.80061293521337,3
ENSG00000091138,protein_coding,SLC26A3,0.016427424578754776,0,0.3772964146276311,2
ENSG00000091428,protein_coding,RAPGEF4,0.09808411401748002,0,2.0652516250948727,4
ENSG00000091482,protein_coding,SMPX,0,0,0,0
ENSG00000091583,protein_coding,APOH,0,0,0,0
ENSG00000091656,protein_coding,ZFHX4,0,0,0,0
ENSG00000091664,protein_coding,SLC17A6,0,0,0,0
ENSG00000091704,protein_coding,CPA1,0,0,0,0
ENSG00000092009,protein_coding,CMA1,0,0,0,0
ENSG00000092054,protein_coding,MYH7,0,0,0,0
ENSG00000092345,protein_coding,DAZL,0,0,0,0
ENSG00000092377,protein_coding,TBL1Y,0.09027754921537545,0,1.685976009404374,6
ENSG00000092607,protein_coding,TBX15,0,0,0,0
ENSG00000094661,protein_coding,OR1I1,0.012270711930999724,0,0.5399113249639879,1
ENSG00000094796,protein_coding,KRT31,0,0,0,0
ENSG00000095110,protein_coding,NXPE1,0,0,0,0
ENSG00000095596,protein_coding,CYP26A1,0.1686774069420399,0,3.2843284164199997,6
ENSG00000095627,protein_coding,TDRD1,0.19778482800858987,0,2.0146079220427318,8
ENSG00000095713,protein_coding,CRTAC1,0.11157215327670458,0,3.39566773164868,4
ENSG00000095752,protein_coding,IL11,0.11620238055069579,0,1.229639223851722,7
ENSG00000095777,protein_coding,MYO3A,0.03867813997409916,0,1.2803441565092697,2
ENSG00000095932,protein_coding,SMIM24,0.10942010465913575,0,1.2465387773282852,6
ENSG00000095981,protein_coding,KCNK16,0,0,0,0
ENSG00000096006,protein_coding,CRISP3,0,0,0,0
ENSG00000096264,protein_coding,NCR2,0.012762344671417354,0,0.5615431655423636,1
ENSG00000096395,protein_coding,MLN,0,0,0,0
ENSG00000099256,protein_coding,PRTFDC1,0.08546475886495891,0,2.276619515979308,4
ENSG00000099399,protein_coding,MAGEB2,0,0,0,0
ENSG00000099617,protein_coding,EFNA2,0,0,0,0
ENSG00000099715,protein_coding,PCDH11Y,0,0,0,0
ENSG00000099721,protein_coding,AMELY,0,0,0,0
ENSG00000099769,protein_coding,IGFALS,0.0825874246089574,0,2.4114596420525767,2
ENSG00000099822,protein_coding,HCN2,0.08681751853422813,0,2.658658786402024,4
ENSG00000099834,protein_coding,CDHR5,0.06916432962580922,0,1.9291677136420613,3
ENSG00000099864,protein_coding,PALM,0.06177979840169027,0,1.9205162347639044,2
ENSG00000099937,protein_coding,SERPIND1,0.16608367027465729,0,1.9205162347639044,8
ENSG00000099977,protein_coding,DDT,0.07504349103517248,0,0.842988004702187,5
ENSG00000100033,protein_coding,PRODH,0.009330478455738636,0,0.41054105205249997,1
ENSG00000100053,protein_coding,CRYBB3,0.039262530322452166,0,1.7275513341878954,1
ENSG00000100078,protein_coding,PLA2G3,0.12630966617400088,0,2.1462561994610323,3
ENSG00000100095,protein_coding,SEZ6L,0.24948532273878596,0,4.517260168776133,7
ENSG00000100121,protein_coding,GGTLC2,0,0,0,0
ENSG00000100142,protein_coding,POLR2F,0.06442093373224939,0,1.7775576239742752,2
ENSG00000100146,protein_coding,SOX10,0,0,0,0
ENSG00000100191,protein_coding,SLC5A4,0.05121812736787009,0,0.5925192079914251,5
ENSG00000100249,protein_coding,C22orf31,0,0,0,0
ENSG00000100253,protein_coding,MIOX,0.010961180191148076,0,0.4822919284105153,1
ENSG00000100302,protein_coding,RASD2,0.06588636628707996,0,1.846820974715174,2
ENSG00000100312,protein_coding,ACR,0,0,0,0
ENSG00000100341,protein_coding,PNPLA5,0,0,0,0
ENSG00000100505,protein_coding,TRIM9,0.08531441905170538,0,1.62309271389623,3
ENSG00000100557,protein_coding,C14orf105,0,0,0,0
ENSG00000100593,protein_coding,ISM2,0,0,0,0
ENSG00000100604,protein_coding,CHGA,0.17038864934186584,0,1.138309757989654,11
ENSG00000100626,protein_coding,GALNT16,0.2719082849729343,0,11.963964538809108,1
ENSG00000100652,protein_coding,SLC10A1,0.25407582130416684,0,7.422591647357619,6
ENSG00000100665,protein_coding,SERPINA4,0,0,0,0
ENSG00000100678,protein_coding,SLC8A3,0.04364809624463419,0,1.9205162347639044,1
ENSG00000100739,protein_coding,BDKRB1,0.04369644749619678,0,1.2316231561575,2
ENSG00000100842,protein_coding,EFS,0.06997990072191655,0,1.9386945993784548,3
ENSG00000100867,protein_coding,DHRS2,0.15685880696655552,0,3.0183713170210487,5
ENSG00000100884,protein_coding,CPNE6,0,0,0,0
ENSG00000100987,protein_coding,VSX1,0,0,0,0
ENSG00000101049,protein_coding,SGK2,0.009579409144343035,0,0.4214940023510935,1
ENSG00000101074,protein_coding,R3HDML,0.007852506064490434,0,0.34551026683757907,1
ENSG00000101076,protein_coding,HNF4A,0.01813170215705608,0,0.7977948949104675,1
ENSG00000101098,protein_coding,RIMS4,0,0,0,0
ENSG00000101115,protein_coding,SALL4,0.0783232957500361,0,2.406677084904359,3
ENSG00000101134,protein_coding,DOK5,0.08718276993029765,0,0.7977948949104675,6
ENSG00000101144,protein_coding,BMP7,0.08650114836813647,0,1.7275513341878954,5
ENSG00000101180,protein_coding,HRH3,0,0,0,0
ENSG00000101200,protein_coding,AVP,0.009066505684209473,0,0.3989262501052168,1
ENSG00000101203,protein_coding,COL20A1,0,0,0,0
ENSG00000101204,protein_coding,CHRNA4,0,0,0,0
ENSG00000101210,protein_coding,EEF1A2,0.09346327262324335,0,2.658658786402024,4
ENSG00000101230,protein_coding,ISM1,0.12494713480751142,0,2.70846551209296,5
ENSG00000101251,protein_coding,SEL1L2,0.030518779382349003,0,0.9645838568210306,2
ENSG00000101282,protein_coding,RSPO4,0,0,0,0
ENSG00000101292,protein_coding,PROKR2,0,0,0,0
ENSG00000101306,protein_coding,MYLK2,0.009222117692592216,0,0.4057731784740575,1
ENSG00000101349,protein_coding,PAK7,0,0,0,0
ENSG00000101405,protein_coding,OXT,0.11335167602221206,0,1.2644820070532805,6
ENSG00000101435,protein_coding,CST9L,0,0,0,0
ENSG00000101438,protein_coding,SLC32A1,0,0,0,0
ENSG00000101441,protein_coding,CST4,0.0885448040587165,0,2.7640821347006326,2
ENSG00000101446,protein_coding,SPINT3,0,0,0,0
ENSG00000101489,protein_coding,CELF4,0.1414035865287937,0,1.329329393201012,7
ENSG00000101638,protein_coding,ST8SIA5,0.1551707039748116,0,1.9291677136420613,8
ENSG00000101670,protein_coding,LIPG,0.03429967405705737,0,1.5091856585105243,1
ENSG00000101746,protein_coding,NOL4,0.009755709997550146,0,0.4292512398922064,1
ENSG00000101812,protein_coding,H2BFM,0,0,0,0
ENSG00000101825,protein_coding,MXRA5,0,0,0,0
ENSG00000101883,protein_coding,RHOXF1,0.050097079119149804,0,0.6646859026766901,4
ENSG00000101892,protein_coding,ATP1B4,0,0,0,0
ENSG00000101938,protein_coding,CHRDL1,0,0,0,0
ENSG00000101951,protein_coding,PAGE4,0,0,0,0
ENSG00000101955,protein_coding,SRPX,0.1108737420855615,0,3.3692589932541814,2
ENSG00000101958,protein_coding,GLRA2,0,0,0,0
ENSG00000101981,protein_coding,F9,0,0,0,0
ENSG00000102021,protein_coding,LUZP4,0,0,0,0
ENSG00000102076,protein_coding,OPN1LW,0,0,0,0
ENSG00000102104,protein_coding,RS1,0.1439611743156379,0,1.950266894024447,7
ENSG00000102128,protein_coding,RAB40AL,0,0,0,0
ENSG00000102195,protein_coding,GPR50,0,0,0,0
ENSG00000102239,protein_coding,BRS3,0,0,0,0
ENSG00000102243,protein_coding,VGLL1,0.16378604528556398,0,2.8737873643675,5
ENSG00000102271,protein_coding,KLHL4,0,0,0,0
ENSG00000102290,protein_coding,PCDH11X,0,0,0,0
ENSG00000102313,protein_coding,ITIH6,0.10463312518787792,0,1.7170049595688257,4
ENSG00000102383,protein_coding,ZDHHC15,0.03640410662596053,0,1.0326258125474364,2
ENSG00000102385,protein_coding,DRP2,0,0,0,0
ENSG00000102387,protein_coding,TAF7L,0.017149837028528684,0,0.7545928292552622,1
ENSG00000102468,protein_coding,HTR2A,0.11973407813859625,0,5.268299438098235,1
ENSG00000102539,protein_coding,MLNR,0.05376974736520639,0,0.6940376612596506,4
ENSG00000102678,protein_coding,FGF9,0.026371954721120902,0,0.7545928292552622,2
ENSG00000102802,protein_coding,MEDAG,0.011956581158140278,0,0.5260895709581722,1
ENSG00000102837,protein_coding,OLFM4,0.015773583210446605,0,0.6940376612596506,1
ENSG00000102891,protein_coding,MT4,0,0,0,0
ENSG00000102924,protein_coding,CBLN1,0,0,0,0
ENSG00000103023,protein_coding,PRSS54,0,0,0,0
ENSG00000103175,protein_coding,WFDC1,0.1268568885944641,0,2.1462561994610323,4
ENSG00000103241,protein_coding,FOXF1,0,0,0,0
ENSG00000103310,protein_coding,ZP2,0.01570501212898087,0,0.6910205336751581,1
ENSG00000103426,protein_coding,CORO7-PAM16,0,0,0,0
ENSG00000103449,protein_coding,SALL1,0,0,0,0
ENSG00000103546,protein_coding,SLC6A2,0,0,0,0
ENSG00000103710,protein_coding,RASL12,0.07166422942157721,0,2.807715827711818,2
ENSG00000103742,protein_coding,IGDCC4,0.1062973161541792,0,3.5551152479485504,3
ENSG00000104044,protein_coding,OCA2,0.09683411573807585,0,3.7112958236788094,2
ENSG00000104055,protein_coding,TGM5,0,0,0,0
ENSG00000104059,protein_coding,FAM189A1,0,0,0,0
ENSG00000104213,protein_coding,PDGFRL,0.13427233580539105,0,3.470188306298253,4
ENSG00000104321,protein_coding,TRPA1,0.04157966715734006,0,0.5423925913511162,4
ENSG00000104332,protein_coding,SFRP1,0.3099837237439743,0,5.982173124090211,7
ENSG00000104369,protein_coding,JPH1,0.03853096731274194,0,1.6953625617606454,1
ENSG00000104371,protein_coding,DKK4,0.039262530322452166,0,1.7275513341878954,1
ENSG00000104435,protein_coding,STMN2,0,0,0,0
ENSG00000104499,protein_coding,GML,0.01813170215705608,0,0.7977948949104675,1
ENSG00000104537,protein_coding,ANXA13,0,0,0,0
ENSG00000104722,protein_coding,NEFM,0.06096347032848558,0,2.276619515979308,2
ENSG00000104728,protein_coding,ARHGEF10,0.10267367945190932,0,1.1850384159828502,7
ENSG00000104755,protein_coding,ADAM2,0,0,0,0
ENSG00000104760,protein_coding,FGL1,0.13368509154007957,0,1.6846294966270907,6
ENSG00000104818,protein_coding,CGB2,0,0,0,0
ENSG00000104827,protein_coding,CGB,0.06516918405379078,0,0.8210821041049999,5
